User_ID,Age,Gender,Physical_Activity_Level,Diet_Type,BMI,Caffeine_Intake_mg,Water_Intake_liters,Screen_Time_Hours,Daily_Steps,Calories_Burned,Resting_Heart_Rate,Daily_Sleep_Hours,Deep_Sleep_Hours,Sleep_Quality_Score,Daily_Stress_Level
U03947,62,Male,Medium,Average,26.2,197.0,3.2,6.7,11628,1753,63.0,8.1,1.8,5.0,Low
U03948,39,Male,Medium,Average,21.8,310.0,2.7,5.3,9059,1293,64.0,8.4,2.4,5.6,Low
U03949,40,Female,Low,Unhealthy,21.5,255.0,3.1,5.4,4112,1367,70.0,7.2,2.1,4.8,Low
U03950,68,Male,Medium,Average,24.5,413.0,3.4,8.2,7571,1454,74.0,,1.3,4.3,Low
U03951,20,Female,Low,Average,28.2,179.0,2.5,9.7,2816,1379,79.0,7.7,1.8,3.3,Medium
U03952,59,Female,Medium,Average,27.6,350.0,2.1,8.0,7184,1376,74.0,6.7,1.6,3.6,Low
U03953,51,Female,Medium,Healthy,21.6,151.0,1.8,7.3,8784,1246,65.0,7.1,1.6,4.1,Low
U03954,49,Female,High,Average,27.6,484.0,3.9,9.1,17561,2166,61.0,7.0,1.8,4.5,Medium
U03955,62,Female,High,Average,21.7,175.0,3.2,6.4,17695,1393,50.0,6.6,1.0,3.8,Low
U03956,68,Male,Low,Average,18.6,0.0,0.7,10.6,4255,1435,62.0,5.9,2.1,3.1,Medium
U03957,66,Female,Low,Unhealthy,23.5,211.0,2.3,14.0,4280,1315,77.0,6.7,1.4,2.4,Medium
U03958,38,Male,Low,Average,29.5,314.0,2.8,5.4,4078,1464,78.0,6.5,1.7,4.3,Medium
U03959,63,Male,High,Healthy,27.6,444.0,3.8,10.0,15713,2127,58.0,7.1,1.5,3.5,Low
U03960,61,Male,Medium,Average,25.0,50.0,1.6,10.0,8096,1490,63.0,6.8,2.3,5.0,Low
U03961,38,Female,Low,Average,23.3,0.0,2.8,8.3,4096,1506,,8.0,2.8,5.1,Medium
U03962,61,Male,Low,Average,23.4,274.0,2.2,10.2,2709,1065,76.0,7.7,2.7,4.2,Low
U03963,28,Male,Medium,Unhealthy,25.4,269.0,1.5,7.9,6231,1321,69.0,6.8,1.6,4.8,Medium
U03964,56,Male,Low,Average,20.7,0.0,3.6,8.6,2963,1272,65.0,7.8,2.1,4.1,Medium
U03965,21,Female,High,Healthy,23.6,150.0,1.7,7.2,14719,2008,51.0,7.4,2.3,4.7,Low
U03966,68,Female,Medium,Healthy,24.1,157.0,3.3,7.4,7387,1539,60.0,8.0,1.4,4.1,Low
U03967,18,Female,Medium,Average,19.6,323.0,1.2,8.6,13164,1552,54.0,5.3,1.2,2.5,Medium
U03968,45,Female,Medium,Healthy,21.6,137.0,2.1,8.1,8775,1264,57.0,7.4,1.6,4.3,Low
U03969,41,Male,Low,Average,26.6,134.0,3.0,4.4,6356,1481,69.0,7.0,1.7,5.0,Medium
U03970,52,Male,Medium,Average,25.0,217.0,3.1,8.3,10969,1557,58.0,7.2,2.2,4.7,Medium
U03971,30,Female,Medium,Average,23.8,0.0,2.8,6.4,8849,1803,65.0,7.2,2.0,4.1,Low
U03972,64,Male,Medium,Average,21.4,485.0,3.3,5.6,7918,1664,71.0,,1.2,4.6,Low
U03973,51,Male,Medium,Average,31.3,340.0,2.3,9.4,6202,1917,78.0,6.1,1.2,3.3,Medium
U03974,28,Male,High,Healthy,21.6,94.0,3.6,4.7,12194,1969,54.0,5.6,1.0,2.2,Low
U03975,53,Female,Low,Average,26.0,32.0,2.8,6.3,5260,1634,72.0,8.2,1.6,5.2,Low
U03976,68,Male,Medium,Average,23.0,43.0,3.1,4.3,8539,1728,61.0,5.9,0.9,4.1,Low
U03977,34,Female,Medium,Average,25.1,288.0,2.8,6.0,6715,1479,69.0,6.0,2.0,4.1,Low
U03978,52,Male,Medium,Average,26.8,48.0,2.9,13.0,7585,1611,68.0,6.9,2.2,3.8,Medium
U03979,35,Female,Low,Average,19.5,162.0,1.7,5.1,4494,1123,64.0,7.5,2.0,5.8,Low
U03980,57,Male,Medium,Average,25.0,0.0,1.7,6.6,8049,1384,62.0,8.1,2.5,3.9,Low
U03981,39,Male,Low,Healthy,29.8,281.0,2.1,10.5,3642,1547,86.0,6.7,2.3,4.2,Medium
U03982,41,Male,Low,Unhealthy,32.0,286.0,2.9,8.1,3917,1822,84.0,7.6,2.0,4.0,Low
U03983,36,Female,Medium,Average,24.5,172.0,2.0,6.7,3168,1231,72.0,7.6,2.1,5.3,Low
U03984,54,Male,Medium,Average,25.2,229.0,2.3,5.3,8036,1692,64.0,5.7,1.8,3.8,Medium
U03985,56,Female,High,Average,33.8,319.0,2.4,8.7,10825,1974,77.0,7.1,1.8,4.2,Medium
U03986,38,Female,Medium,Unhealthy,29.5,225.0,3.6,6.2,8726,1666,74.0,6.4,1.0,2.8,High
U03987,25,Female,Medium,Average,22.5,317.0,3.0,12.4,8267,1458,69.0,7.5,1.6,4.0,Medium
U03988,45,Male,Medium,Average,22.5,24.0,1.3,6.3,9496,1096,65.0,6.8,2.0,3.7,Low
U03989,22,Male,Medium,Average,28.8,256.0,2.6,11.2,9516,2036,67.0,7.0,2.0,3.6,High
U03990,34,Male,Low,Average,21.0,229.0,2.3,9.2,6579,1454,58.0,5.4,1.9,3.9,Medium
U03991,54,Female,Low,Healthy,29.4,380.0,2.3,9.2,1025,1674,89.0,6.2,1.8,3.9,Medium
U03992,53,Female,Low,Average,26.3,204.0,2.5,6.6,3810,1616,71.0,7.0,1.2,3.8,Medium
U03993,36,Female,Medium,Average,27.1,185.0,3.4,5.9,3919,1488,71.0,5.8,2.0,3.3,Low
U03994,44,Female,High,Average,24.0,,1.8,6.4,15472,1867,54.0,7.3,1.1,4.0,Low
U03995,51,Male,High,Healthy,22.5,423.0,2.7,9.6,13498,1742,61.0,7.1,2.0,3.8,Medium
U03996,28,Male,High,Average,30.8,0.0,2.7,8.3,12587,1753,61.0,8.4,1.7,4.4,Medium
U03997,62,Female,High,Average,24.0,276.0,2.3,2.3,14801,1832,54.0,8.5,1.7,5.2,Low
U03998,64,Male,Medium,Average,23.4,196.0,2.0,3.8,5894,1330,68.0,7.3,1.9,4.7,Low
U03999,29,Male,Low,Average,24.7,172.0,1.9,6.7,6771,1875,66.0,7.3,1.1,3.9,Medium
U04000,38,Female,Medium,Average,25.8,150.0,2.2,8.3,7511,1552,68.0,5.9,1.2,4.1,Low
U04001,28,Male,High,Average,20.9,191.0,3.1,6.4,14229,1589,50.0,6.1,1.2,3.0,Low
U04002,56,Female,Medium,Average,22.7,271.0,2.2,5.7,7742,1200,63.0,6.9,1.6,4.8,Low
U04003,45,Female,Medium,Average,22.5,80.0,2.4,4.5,9844,1440,54.0,6.3,1.0,4.4,Low
U04004,22,Female,Low,Average,28.4,220.0,1.6,9.3,2196,1084,81.0,4.8,1.0,1.2,Medium
U04005,34,Male,Medium,Average,21.5,252.0,2.1,7.2,9656,1833,59.0,6.5,1.2,3.2,Low
U04006,37,Male,Medium,Average,18.0,56.0,2.7,11.2,6962,1295,59.0,6.4,1.2,2.9,Medium
U04007,58,Female,Medium,Unhealthy,17.5,275.0,1.2,3.8,6980,1080,54.0,6.4,2.0,4.6,Low
U04008,63,Male,High,Healthy,,253.0,3.3,8.7,16638,1721,50.0,7.4,2.6,3.8,Low
U04009,29,Male,Low,Unhealthy,30.4,80.0,2.0,8.4,3597,1471,77.0,7.4,1.8,4.1,Medium
U04010,23,Male,High,Average,25.1,21.0,3.9,9.1,15841,1852,50.0,7.8,1.3,4.3,Low
U04011,34,Male,Low,Average,27.0,78.0,2.8,9.1,4948,1326,68.0,6.7,2.0,3.2,High
U04012,68,Male,High,Average,27.1,220.0,1.0,5.7,12952,1566,61.0,7.1,2.2,4.7,Low
U04013,36,Female,Medium,Average,25.2,188.0,2.7,6.5,8465,1751,65.0,6.0,1.3,3.1,Low
U04014,43,Male,Medium,Unhealthy,24.7,409.0,2.2,7.4,7032,1495,74.0,6.4,1.5,3.6,High
U04015,65,Male,Low,Healthy,29.2,144.0,2.7,4.5,3970,1272,77.0,7.8,1.7,4.5,Low
U04016,61,Female,Medium,Average,25.6,66.0,3.8,9.6,8947,1472,66.0,6.7,2.3,3.8,Low
U04017,61,Other,High,Healthy,30.6,298.0,3.1,2.0,11129,2236,75.0,7.8,2.5,5.5,Low
U04018,69,Male,Low,Healthy,27.5,52.0,2.3,4.1,4660,1416,70.0,7.7,1.6,5.7,Low
U04019,49,Male,Low,Average,22.5,81.0,1.4,2.8,4476,1428,,7.4,2.1,6.2,Low
U04020,23,Female,Medium,Healthy,23.0,83.0,3.2,9.7,5022,1203,69.0,6.3,1.7,4.5,Low
U04021,53,Female,Low,Unhealthy,22.1,,2.9,7.5,2880,1268,67.0,7.2,1.8,3.1,Medium
U04022,55,Female,Low,Average,29.9,285.0,3.4,5.7,2962,1718,83.0,7.1,2.1,4.9,Low
U04023,28,Female,Medium,Average,23.4,340.0,2.4,7.2,7111,1322,69.0,7.0,2.2,4.3,Medium
U04024,50,Male,Low,Average,21.8,337.0,2.7,7.7,2566,1165,73.0,8.2,2.8,4.7,Medium
U04025,41,Female,Medium,Healthy,26.3,482.0,2.3,3.9,9878,1771,72.0,6.8,1.7,5.3,Low
U04026,40,Male,High,Unhealthy,,426.0,2.6,7.4,17181,1803,58.0,7.3,2.0,4.3,Medium
U04027,32,Female,Medium,Average,26.2,149.0,1.3,10.5,6424,1525,72.0,6.0,1.8,3.8,Low
U04028,44,Female,Low,Average,32.6,366.0,2.8,10.9,2268,1531,84.0,6.2,1.6,3.7,Medium
U04029,28,Female,Medium,Healthy,28.7,185.0,2.8,9.1,7973,1774,73.0,5.9,1.9,3.9,Low
U04030,68,Male,Medium,Average,25.1,136.0,2.1,7.6,10660,1896,58.0,5.8,0.9,2.8,Low
U04031,67,Male,Medium,Healthy,19.4,86.0,3.0,9.3,12308,1229,51.0,6.0,1.7,3.2,Low
U04032,34,Female,Medium,Average,23.0,159.0,3.2,8.8,6650,1274,66.0,6.8,1.3,3.6,Low
U04033,68,Female,High,Average,27.8,249.0,3.6,4.2,7175,1268,65.0,6.2,1.4,4.8,Low
U04034,31,Female,Medium,Average,20.3,437.0,1.7,4.7,5025,1318,69.0,6.9,2.2,5.3,Low
U04035,44,Male,Low,Unhealthy,33.6,309.0,3.0,8.6,1326,1413,90.0,6.5,2.0,3.8,Medium
U04036,35,Male,Medium,Healthy,25.1,84.0,3.6,5.3,8833,1708,63.0,6.2,1.5,3.9,Low
U04037,45,Female,Medium,Average,25.2,43.0,2.2,4.4,8195,1701,61.0,7.2,1.1,5.2,Low
U04038,68,Male,High,Average,22.3,285.0,3.6,10.2,14651,1883,57.0,6.6,1.5,2.8,Medium
U04039,64,Female,High,Healthy,27.0,335.0,1.9,7.2,17377,2118,55.0,7.7,1.7,3.5,Low
U04040,64,Male,Medium,Average,20.4,384.0,2.6,6.8,11257,1168,60.0,5.9,1.1,2.9,Medium
U04041,21,Female,Medium,Average,33.7,,1.1,4.0,9685,2045,,8.3,1.5,6.2,Low
U04042,24,Female,Medium,Average,30.3,270.0,1.0,5.9,9470,1932,72.0,6.6,1.4,3.4,Low
U04043,62,Female,Medium,Average,28.9,328.0,1.3,6.1,5051,1753,79.0,6.4,1.5,3.4,Low
U04044,52,Male,Low,Average,19.4,0.0,3.6,4.7,3237,1213,61.0,5.9,1.7,4.2,Low
U04045,65,Female,Medium,Average,25.8,241.0,1.9,4.0,10769,1635,67.0,4.5,1.2,3.3,Low
U04046,26,Male,Medium,Healthy,29.8,335.0,1.9,11.4,6900,1744,74.0,5.8,1.5,3.5,Medium
U04047,25,Female,Medium,Healthy,27.4,276.0,2.8,10.5,10211,1758,70.0,5.0,1.6,3.4,Low
U04048,69,Male,Medium,Average,21.0,187.0,1.9,6.7,8246,1126,60.0,6.0,2.0,3.8,Medium
U04049,62,Male,Medium,Healthy,22.4,591.0,3.5,3.7,9566,1309,63.0,6.3,1.4,4.3,Medium
U04050,34,Male,Medium,Unhealthy,23.2,489.0,4.0,2.7,6256,1395,70.0,7.7,2.5,5.6,Low
U04051,34,Male,Medium,Unhealthy,22.6,201.0,0.7,5.9,9526,1343,65.0,6.8,2.1,4.1,Low
U04052,66,Female,Medium,Average,31.1,171.0,2.9,2.0,6721,1531,79.0,7.2,1.4,5.1,Low
U04053,50,Male,Medium,Unhealthy,17.5,305.0,0.9,5.9,8461,909,53.0,6.3,1.0,3.6,Medium
U04054,49,Female,Low,Average,27.6,191.0,1.4,2.0,3956,1677,73.0,7.6,2.5,5.8,Low
U04055,25,Other,Low,Healthy,19.8,390.0,2.9,6.8,5788,1292,62.0,8.5,2.9,5.2,Medium
U04056,36,Male,Low,Average,21.2,9.0,1.7,7.5,5248,1299,63.0,7.6,2.0,5.2,Low
U04057,55,Female,Low,Average,17.5,163.0,2.7,6.5,1351,863,65.0,6.0,1.3,3.0,Medium
U04058,20,Male,Medium,Healthy,22.8,302.0,2.5,12.4,6379,1278,69.0,6.3,1.8,2.7,Medium
U04059,22,Male,Medium,Average,31.0,350.0,1.2,6.5,6728,1415,81.0,6.0,1.0,4.4,Medium
U04060,30,Male,Low,Healthy,26.1,0.0,3.0,11.3,5037,1625,73.0,7.5,2.3,3.9,Medium
U04061,64,Female,High,Average,20.2,56.0,2.7,7.7,12513,1429,56.0,7.5,1.4,4.2,Low
U04062,63,Male,Medium,Average,29.1,0.0,2.5,12.0,5821,1812,76.0,7.0,1.2,3.1,Medium
U04063,48,Female,Medium,Average,29.9,69.0,2.0,2.6,5270,1518,77.0,8.3,2.7,5.3,Low
U04064,33,Female,Low,Healthy,25.4,8.0,2.8,4.3,5091,1803,67.0,9.1,2.4,5.2,Low
U04065,67,Female,Low,Healthy,33.1,280.0,1.5,6.3,1000,1732,83.0,6.3,1.6,3.7,Medium
U04066,49,Male,Medium,Average,28.3,234.0,1.7,11.0,10110,1795,66.0,4.7,1.3,2.2,High
U04067,39,Female,High,Unhealthy,27.7,176.0,2.8,6.4,10139,1586,62.0,6.1,2.1,3.7,Low
U04068,46,Female,Low,Average,21.8,203.0,3.3,5.3,3328,1256,71.0,6.7,1.3,4.3,Medium
U04069,39,Female,Medium,Average,27.5,379.0,2.1,8.5,5662,1724,83.0,6.8,1.3,4.1,Medium
U04070,60,Female,High,Average,25.9,43.0,2.9,9.3,11242,1296,57.0,7.3,2.1,4.4,Low
U04071,20,Female,Medium,Average,27.1,0.0,2.7,5.1,7553,1630,61.0,7.4,2.3,4.7,Low
U04072,27,Male,Medium,Average,22.3,306.0,2.8,5.3,7726,1400,63.0,5.8,2.0,4.6,Low
U04073,59,Male,Medium,Healthy,25.5,141.0,1.9,11.2,4907,1561,76.0,6.7,2.1,4.0,Medium
U04074,38,Male,High,Healthy,21.7,47.0,2.4,10.1,12783,1260,56.0,7.6,1.9,4.9,Low
U04075,33,Male,Medium,Healthy,17.5,283.0,2.5,10.8,8206,1363,62.0,4.7,1.4,2.2,Medium
U04076,29,Male,High,Average,29.0,0.0,3.7,9.4,15403,2213,52.0,9.1,2.3,4.7,Medium
U04077,19,Male,Medium,Healthy,19.0,71.0,1.6,4.9,3915,1261,66.0,8.0,2.2,5.6,Low
U04078,58,Male,High,Average,25.4,0.0,1.4,6.9,12563,1640,56.0,8.0,1.3,4.5,Low
U04079,41,Other,High,Average,26.3,238.0,4.9,4.3,7839,1853,72.0,9.3,2.6,6.2,Low
U04080,52,Male,Medium,Average,26.3,436.0,2.7,9.4,6983,1431,71.0,5.8,1.2,4.1,Medium
U04081,47,Female,Medium,Average,23.9,114.0,2.9,5.6,7139,1057,65.0,7.4,1.9,4.2,Low
U04082,47,Female,Medium,Average,26.1,81.0,3.0,2.7,9258,1737,62.0,6.3,1.1,4.3,Low
U04083,64,Female,Medium,Unhealthy,26.9,467.0,3.1,7.3,9946,1730,73.0,7.7,2.0,4.7,Medium
U04084,52,Female,High,Unhealthy,27.9,294.0,3.2,9.8,10934,2076,74.0,7.4,2.1,4.8,Low
U04085,36,Male,Low,Average,31.9,557.0,3.1,3.6,4441,1565,83.0,6.0,1.1,2.8,Medium
U04086,67,Male,Medium,Unhealthy,25.9,224.0,3.4,6.7,9310,1598,65.0,6.4,1.1,3.4,Low
U04087,25,Male,Medium,Healthy,25.3,233.0,2.6,5.6,6505,1438,73.0,7.7,1.7,5.0,Low
U04088,43,Male,Medium,Average,21.4,416.0,3.4,9.5,9546,1612,63.0,7.4,1.8,4.1,Low
U04089,66,Female,Medium,Average,26.7,177.0,4.0,2.0,8271,1448,65.0,7.0,1.9,5.1,Low
U04090,57,Female,Low,Average,27.7,237.0,2.7,9.8,3589,1783,77.0,7.1,1.3,3.3,Medium
U04091,24,Male,Medium,Average,24.2,0.0,2.9,5.2,8283,1394,60.0,6.7,1.6,4.5,Low
U04092,47,Male,High,Average,27.2,460.0,2.0,6.6,9259,1641,78.0,7.4,2.5,5.4,Low
U04093,24,Male,High,Unhealthy,23.8,258.0,2.4,9.1,14421,1775,58.0,7.1,1.7,4.8,Low
U04094,20,Male,Low,Healthy,27.7,183.0,2.8,10.7,2731,1291,79.0,5.2,1.0,2.4,Medium
U04095,18,Female,Medium,Average,28.7,336.0,2.2,7.1,8057,1835,71.0,6.2,2.0,4.0,Low
U04096,53,Male,High,Average,28.6,22.0,2.6,5.2,12782,1993,60.0,8.6,2.0,5.5,Low
U04097,42,Female,Medium,Average,25.5,117.0,2.8,5.7,8576,1494,64.0,7.6,2.1,4.4,Low
U04098,54,Male,Medium,Average,20.8,283.0,3.7,9.9,10383,1512,62.0,5.4,1.8,3.0,Medium
U04099,18,Male,Low,Healthy,22.6,206.0,1.8,4.8,4190,1360,71.0,6.3,1.7,3.7,Low
U04100,32,Female,Medium,Unhealthy,27.4,266.0,2.8,7.8,10000,1884,66.0,5.3,1.7,3.6,Low
U04101,54,Female,Medium,Unhealthy,34.8,237.0,2.0,7.0,5954,2198,82.0,6.1,1.7,3.4,Medium
U04102,30,Other,Medium,Average,23.6,294.0,3.1,8.9,10867,1698,65.0,6.6,2.1,4.0,Medium
U04103,57,Female,Medium,Unhealthy,26.8,,3.2,7.1,5974,1675,66.0,7.8,1.9,4.7,Low
U04104,25,Male,Medium,Healthy,22.8,391.0,3.8,5.9,5493,1139,77.0,5.3,1.8,3.6,Low
U04105,22,Male,High,Average,21.1,127.0,2.2,5.7,13175,1275,50.0,7.8,2.0,5.7,Low
U04106,26,Female,Medium,Average,22.3,208.0,2.6,5.7,7111,1288,64.0,6.1,1.7,4.4,Low
U04107,18,Female,Medium,Average,17.5,109.0,3.1,3.6,4836,1133,58.0,7.4,1.4,5.0,Low
U04108,53,Female,High,Healthy,30.4,,3.0,8.3,10616,2027,70.0,8.8,2.0,5.5,Medium
U04109,52,Male,High,Average,17.5,234.0,0.5,7.5,3217,498,65.0,6.3,1.5,3.4,Low
U04110,19,Other,High,Average,23.9,310.0,2.0,3.3,9946,1619,60.0,7.6,2.4,5.0,Low
U04111,57,Male,Medium,Healthy,20.3,335.0,3.0,6.0,6680,1507,72.0,4.4,1.3,3.3,Low
U04112,40,Female,Medium,Healthy,21.5,,2.3,6.3,10979,1966,,7.3,1.9,4.1,Low
U04113,26,Female,Medium,Healthy,30.5,110.0,3.1,5.5,9426,2190,63.0,6.8,2.1,4.2,Low
U04114,51,Male,Low,Average,25.8,255.0,3.3,6.7,4485,1365,75.0,7.7,2.4,4.8,Low
U04115,63,Female,Medium,Average,21.1,236.0,2.3,6.7,12330,1432,56.0,6.7,1.9,2.7,Medium
U04116,31,Male,Medium,Healthy,22.6,208.0,3.0,9.2,4415,1404,67.0,7.0,2.4,3.9,Medium
U04117,21,Other,Low,Average,21.9,280.0,3.7,7.0,3898,1412,68.0,8.3,2.7,5.7,Medium
U04118,47,Male,High,Healthy,24.8,8.0,3.3,8.5,20106,2268,50.0,8.1,1.6,4.5,Low
U04119,48,Female,Medium,Average,25.7,0.0,1.9,3.5,6985,1683,62.0,8.2,1.8,5.6,Low
U04120,55,Male,Medium,Average,32.6,378.0,2.4,4.3,6344,1638,84.0,7.8,1.4,5.1,Low
U04121,28,Female,Medium,Average,17.5,180.0,2.5,3.6,9634,982,57.0,7.6,1.8,4.5,Low
U04122,52,Female,Low,Average,24.9,262.0,1.8,6.0,3164,1663,75.0,6.3,1.4,2.8,Medium
U04123,25,Male,High,Healthy,23.7,69.0,3.4,7.1,17777,1863,50.0,5.6,1.7,3.6,Low
U04124,20,Male,Medium,Healthy,28.8,389.0,2.0,11.2,9662,1632,69.0,5.6,1.7,2.8,Medium
U04125,31,Female,Medium,Average,26.4,252.0,2.4,4.9,7619,1398,71.0,7.5,1.8,4.4,Low
U04126,30,Male,Medium,Healthy,27.4,173.0,3.4,9.1,9961,1659,67.0,6.4,1.6,3.2,Low
U04127,62,Female,Medium,Unhealthy,26.4,242.0,2.1,4.9,7528,1939,70.0,6.9,2.2,5.3,Medium
U04128,49,Male,Medium,Average,21.3,0.0,2.2,7.1,8265,1346,59.0,7.1,1.8,3.8,Low
U04129,51,Female,Low,Average,29.8,255.0,2.8,6.6,4877,1829,80.0,6.4,2.2,4.5,Medium
U04130,62,Male,Low,Average,28.2,423.0,2.2,4.7,3415,1616,82.0,7.2,2.3,5.3,Medium
U04131,36,Male,Medium,Unhealthy,28.7,247.0,3.7,4.9,11020,1864,68.0,7.5,1.8,5.3,Medium
U04132,55,Male,Medium,Average,30.1,227.0,1.8,11.0,8139,1435,68.0,6.3,2.1,2.9,Medium
U04133,33,Male,Medium,Average,26.7,152.0,0.7,5.7,8579,1845,67.0,7.7,2.4,4.9,Low
U04134,19,Male,Low,Average,30.9,362.0,3.2,9.5,2025,1477,85.0,6.3,2.2,5.1,Medium
U04135,57,Female,Low,Average,26.5,384.0,2.2,8.7,3033,1115,77.0,6.5,1.2,4.7,Medium
U04136,34,Female,Medium,Average,24.1,135.0,1.9,5.5,8325,1168,,6.9,2.0,5.5,Low
U04137,51,Female,Medium,Average,25.0,253.0,2.8,7.0,9737,1757,65.0,6.4,2.1,4.5,Medium
U04138,59,Female,Low,Average,24.9,234.0,2.8,7.3,6119,1650,,6.4,1.0,3.6,Medium
U04139,33,Male,Medium,Average,22.9,260.0,1.9,8.2,5878,923,62.0,6.5,1.1,3.0,Medium
U04140,55,Female,Low,Healthy,31.5,84.0,3.4,6.0,2760,1580,79.0,7.6,1.3,3.5,Medium
U04141,19,Male,Medium,Healthy,26.2,371.0,3.2,3.2,5540,1604,77.0,6.6,1.5,4.9,Low
U04142,19,Female,Medium,Healthy,25.4,284.0,4.1,5.2,8987,1660,66.0,6.9,2.2,4.5,Low
U04143,43,Male,High,Average,26.6,380.0,2.1,9.9,18239,1956,56.0,7.6,1.9,3.4,Medium
U04144,30,Male,Low,Unhealthy,36.9,32.0,2.6,6.9,3763,1978,84.0,8.1,1.3,4.8,Low
U04145,64,Male,Medium,Average,20.5,41.0,2.7,5.9,8116,1538,58.0,6.5,1.3,5.3,Low
U04146,48,Female,High,Unhealthy,21.6,508.0,2.2,3.3,14397,1743,63.0,9.1,2.0,6.1,Low
U04147,51,Male,Medium,Average,19.5,372.0,2.8,10.1,7061,1386,66.0,6.7,2.2,3.7,Medium
U04148,56,Female,Medium,Average,24.1,77.0,2.9,6.5,5557,1339,68.0,6.8,1.3,4.2,Low
U04149,20,Male,Medium,Average,26.0,330.0,2.9,9.7,10119,1450,68.0,4.8,1.4,2.3,Medium
U04150,25,Female,Low,Average,23.1,130.0,2.2,8.7,4231,1372,72.0,7.5,2.4,4.3,Medium
U04151,40,Female,Medium,Average,22.8,0.0,2.3,9.0,6903,1576,63.0,7.4,1.9,4.4,Low
U04152,31,Male,High,Average,25.6,0.0,2.0,11.1,23015,2065,50.0,6.6,1.8,2.7,Low
U04153,44,Female,Medium,Average,23.0,196.0,1.9,7.3,7994,1516,67.0,6.9,1.8,4.3,Low
U04154,46,Female,Medium,Average,26.2,434.0,2.4,6.7,4575,1492,75.0,5.3,1.6,3.4,Low
U04155,56,Female,Medium,Average,29.5,428.0,3.7,10.9,9309,1514,76.0,4.9,1.2,2.3,Medium
U04156,56,Female,Medium,Unhealthy,27.7,389.0,4.1,9.1,4316,1526,76.0,6.1,2.1,3.5,Low
U04157,18,Female,Medium,Unhealthy,28.5,324.0,3.6,5.2,8932,1817,67.0,6.7,2.2,5.4,Medium
U04158,34,Female,Low,Average,29.3,247.0,2.1,9.6,4659,1558,77.0,7.7,2.3,3.9,High
U04159,58,Male,Medium,Healthy,26.1,372.0,2.8,10.8,10759,1953,72.0,6.1,1.3,2.8,Low
U04160,47,Female,Medium,Healthy,24.4,0.0,0.9,2.0,5995,1210,62.0,7.4,2.0,5.4,Low
U04161,30,Male,High,Healthy,21.9,348.0,2.4,3.9,13119,2050,55.0,6.8,1.2,5.0,Low
U04162,38,Male,Medium,Healthy,23.4,31.0,2.2,5.0,7861,1483,59.0,7.6,1.7,4.1,Low
U04163,36,Female,Medium,Average,22.9,63.0,4.0,8.8,9731,1495,53.0,4.9,1.3,3.0,Low
U04164,36,Male,Low,Healthy,27.9,304.0,2.7,9.0,4651,1764,81.0,6.6,1.4,3.4,Medium
U04165,42,Male,Low,Average,26.4,339.0,2.5,8.3,4778,1211,81.0,7.9,1.3,5.3,Medium
U04166,39,Female,Medium,Healthy,27.8,108.0,2.4,9.2,10437,2262,64.0,7.6,1.6,4.4,Medium
U04167,48,Female,Medium,Average,20.4,296.0,2.3,4.2,7555,1185,61.0,8.7,2.9,5.8,Low
U04168,34,Female,Medium,Healthy,30.7,284.0,2.9,4.0,10925,2149,69.0,6.5,1.8,3.8,Low
U04169,40,Female,Medium,Unhealthy,23.3,153.0,2.0,10.1,7823,1478,61.0,7.0,1.3,3.5,Medium
U04170,49,Female,High,Average,20.6,223.0,2.9,7.3,16686,1493,50.0,7.2,2.2,4.4,Low
U04171,27,Male,Low,Average,23.2,,3.6,10.0,3256,1493,80.0,6.9,2.3,2.8,Medium
U04172,27,Male,Medium,Unhealthy,34.9,157.0,2.6,5.3,9190,2218,81.0,7.1,1.9,4.5,Low
U04173,53,Female,Medium,Healthy,23.4,162.0,2.2,4.4,10316,2192,58.0,8.1,1.9,5.9,Low
U04174,25,Male,Medium,Unhealthy,23.7,222.0,2.4,3.8,5835,1495,66.0,6.4,1.4,4.5,Low
U04175,69,Female,High,Average,24.2,172.0,3.5,9.0,16833,1756,54.0,7.1,1.3,3.7,Medium
U04176,37,Female,Medium,Average,24.4,318.0,2.6,9.8,8357,1183,67.0,6.1,1.0,2.9,Medium
U04177,49,Male,Medium,Healthy,21.9,420.0,2.0,8.4,12076,1429,61.0,7.3,1.4,3.7,Medium
U04178,67,Female,Medium,Healthy,25.6,162.0,3.1,5.8,7472,1630,66.0,6.3,1.6,3.6,Low
U04179,31,Female,Medium,Unhealthy,29.3,71.0,1.9,8.6,8586,1733,69.0,6.6,1.1,3.6,Medium
U04180,67,Male,Low,Average,26.3,496.0,2.3,8.5,3765,1618,82.0,6.0,2.1,3.6,Medium
U04181,45,Other,High,Healthy,20.6,217.0,2.7,2.0,15988,1742,50.0,6.4,1.8,4.8,Low
U04182,63,Female,Low,Average,23.6,0.0,1.9,6.1,1000,970,69.0,7.1,1.6,4.6,Medium
U04183,69,Male,Medium,Healthy,22.8,479.0,1.1,7.7,5179,1265,77.0,6.3,1.5,2.8,Medium
U04184,41,Female,Medium,Healthy,25.2,368.0,2.9,9.8,9337,1460,68.0,7.5,2.6,3.8,Low
U04185,32,Female,High,Unhealthy,,440.0,0.7,6.8,14079,2147,73.0,6.7,1.5,3.6,Medium
U04186,39,Female,Medium,Average,24.4,415.0,1.8,7.4,3993,1465,73.0,6.3,1.1,3.2,Medium
